Business,City,State,Category,Latitude,Longitude,Price,Reviews,Rating
Marseille,New York,NY,French,40.759806,-73.991378,3,863,4
Hakkasan,New York,NY,Chinese,40.758619,-73.989961,4,885,3.5
Gotan - Midtown,New York,NY,Cafes,40.7563301,-73.9803317,2,434,4
Almond,New York,NY,American (New),40.74008179,-73.98875427,2,1009,3.5
Hummus Kitchen,New York,NY,Middle Eastern,40.76427,-73.98797,2,759,4
Patsy's Italian Restaurant,New York,NY,Italian,40.76553,-73.98274,3,859,4
Taste of Persia,New York,NY,Persian/Iranian,40.73891,-73.99298,2,311,4.5
Juice Vitality,New York,NY,Juice Bars & Smoothies,40.72966,-73.9834,1,160,5
Great NY Noodle Town,New York,NY,Cantonese,40.71503638,-73.99711724,1,1261,3.5
Paul's Da Burger Joint,New York,NY,Burgers,40.72860718,-73.98806,2,949,4
The Marshal,New York,NY,Breakfast & Brunch,40.76122,-73.99396,3,711,4
Perk Kafe,New York,NY,Coffee & Tea,40.74776474,-73.97704077,1,374,4.5
ROYCE' Madison,New York,NY,Chocolatiers & Shops,40.75948,-73.97422,3,218,4.5
Vandal,New York,NY,American (New),40.72104,-73.99326,3,1376,3.5
Lillie's Victorian Establishment,New York,NY,Bars,40.737661,-73.991113,2,1039,3.5
Fonda East Village,New York,NY,Mexican,40.722852,-73.98286,2,744,4
Prune,New York,NY,American (New),40.723909,-73.989379,3,1035,3.5
MáLà Project,New York,NY,Chinese,40.72713,-73.98542,2,586,4
Mari Vanna,New York,NY,Russian,40.73878,-73.98858,3,630,4
Kiki's,New York,NY,Greek,40.71449719,-73.99185539,2,568,4
Fig & Olive - Fifth Ave,New York,NY,Mediterranean,40.7594109,-73.97554874,3,1133,3.5
Posto,New York,NY,Pizza,40.73483,-73.98282,2,588,4
Spicy Village,New York,NY,Chinese,40.71695,-73.99327,1,625,4
Hot N Juicy Crawfish,New York,NY,Cajun/Creole,40.73950993,-74.00160065,2,451,4.5
Senza Gluten,New York,NY,Italian,40.72909111,-74.00036992,2,539,4
Distilled,New York,NY,American (New),40.7189994,-74.0062975,2,761,4
B&H Dairy,New York,NY,Vegetarian,40.7284584,-73.9881668,1,458,4.5
Haswell Green's,New York,NY,Cocktail Bars,40.76301,-73.98416,2,229,4.5
BLVD Bistro,New York,NY,American (Traditional),40.8043626,-73.9557515,2,755,4
ICHIRAN Midtown,New York,NY,Ramen,40.74839,-73.99062,2,625,4
Bareburger,New York,NY,Burgers,40.760559,-73.990356,2,872,4
Decoy,New York,NY,Chinese,40.734196,-74.006519,3,408,4
The Casbah - Halal Cart,New York,NY,Halal,40.77373719,-73.98171365,1,250,4.5
Nippori,New York,NY,Tapas/Small Plates,40.7628542,-73.984939,2,798,4
Saxon + Parole,New York,NY,American (New),40.72521,-73.99247,3,754,4
Osamil,New York,NY,Korean,40.74697,-73.9864,2,379,4
Tacombi - Nolita,New York,NY,Mexican,40.7240304,-73.9939028,2,1081,3.5
Loring Place,New York,NY,American (New),40.73299,-73.99754,3,370,4.5
La Masseria,New York,NY,Italian,40.76086863,-73.9863488,3,576,4
Pepolino Restaurant,New York,NY,Tuscan,40.72077,-74.00489,3,534,4
L'ADRESSE,New York,NY,American (New),40.75403,-73.98539,2,522,4
Delmonico's,New York,NY,Steakhouses,40.70507,-74.01019,4,1010,4
Black Tap - Soho,New York,NY,American (Traditional),40.723807,-74.004351,2,1106,3.5
I CE NY,New York,NY,Desserts,40.7296252,-74.00094963,1,584,4
Hole in the Wall,New York,NY,Breakfast & Brunch,40.70837,-74.00563,2,488,4
Souvlaki GR,New York,NY,Greek,40.72122,-73.98711,2,861,4
The Bao,New York,NY,Chinese,40.72939,-73.9889199,2,1044,3.5
Keki Modern Cakes,New York,NY,Bakeries,40.71656,-73.99822,2,523,4
POST,New York,NY,Breakfast & Brunch,40.72298,-73.98302,2,234,4.5
Khe-Yo,New York,NY,Laotian,40.716906,-74.008587,2,701,4
City Sandwich,New York,NY,Sandwiches,40.7606559,-73.9912021,2,493,4
Paris Baguette,New York,NY,Bakeries,40.74738,-73.98627,2,687,4
Aldea,New York,NY,Portuguese,40.738754,-73.993867,3,602,4
Excellent Dumpling House,New York,NY,Dim Sum,40.74404944,-73.99502819,2,553,4
Poketeria,New York,NY,Poke,40.7496948,-73.9831894,2,297,4.5
Lions & Tigers & Squares Detroit Pizza,New York,NY,Pizza,40.74506,-73.99834,1,367,4.5
Banter,New York,NY,Breakfast & Brunch,40.72787,-74.0010999,2,380,4.5
Chennai Garden by Tiffin Wallah,New York,NY,Indian,40.74298,-73.98274,2,758,4
Real Kung Fu Little Steamed Buns Ramen,New York,NY,Chinese,40.76162866,-73.98681816,2,960,3.5
Covina,New York,NY,Mediterranean,40.7423054,-73.9832149,3,325,4.5
Il Mulino New York - Downtown,New York,NY,Italian,40.729807,-73.999159,4,535,4
Sigiri,New York,NY,Sri Lankan,40.726261,-73.986686,2,590,4
Dian Kitchen,New York,NY,Chinese,40.72772,-73.98321,2,179,5
Ninja New York,New York,NY,Japanese,40.71673,-74.0093,3,1682,3.5
Emily - West Village,New York,NY,Pizza,40.72933007,-74.00384001,2,539,4
Punjabi Grocery & Deli,New York,NY,Indian,40.72272254,-73.98662246,1,383,4.5
Sam's Fried Ice Cream,New York,NY,Ice Cream & Frozen Yogurt,40.71582461,-73.99149401,1,281,4.5
Momoya,New York,NY,Sushi Bars,40.74262552,-73.99664819,2,603,4
T-Swirl Crêpe,New York,NY,Desserts,40.7325935,-73.9851807,1,296,4.5
Rafele Ristorante,New York,NY,Italian,40.73094712,-74.00411718,3,458,4
Food Gallery 32,New York,NY,Food Court,40.74761,-73.98631,1,799,4
The Hummus & Pita,New York,NY,Mediterranean,40.73928,-73.99605,2,622,4
Saluggi's,New York,NY,Pizza,40.720104,-74.003578,2,548,4
La Grenouille,New York,NY,French,40.75972,-73.97555,4,420,4
Saltwater Coffee,New York,NY,Coffee & Tea,40.7304578,-73.9839175,2,191,4.5
Spaghetti Incident,New York,NY,Italian,40.72231534,-73.98994543,2,557,4
Baar Baar,New York,NY,Gastropubs,40.72443789,-73.9915524,3,577,4
Matcha n' More,New York,NY,Coffee & Tea,40.71801,-73.99727,2,314,4.5
Las Ramblas,New York,NY,Tapas/Small Plates,40.731958,-74.0015486,2,703,4
Park Avenue Tavern,New York,NY,American (Traditional),40.75031,-73.9783999,2,722,4
Arturo's,New York,NY,Pizza,40.72735633,-74.00049448,2,656,4
Smith & Wollensky,New York,NY,Steakhouses,40.75523748,-73.97094725,4,1383,3.5
Mezetto,New York,NY,Mediterranean,40.72288638,-73.98893626,2,577,4
Wowfulls,New York,NY,Desserts,40.721047,-73.983519,1,320,4.5
Sala One Nine,New York,NY,Tapas Bars,40.7398849,-73.9931044,2,791,4
Green Symphony,New York,NY,Vegetarian,40.7575266,-73.9880669,1,463,4
Miss KOREA BBQ,New York,NY,Korean,40.747452,-73.986336,2,1636,3.5
Stumptown Coffee Roasters,New York,NY,Coffee & Tea,40.73281939,-73.997962,2,419,4
Osteria Cotta,New York,NY,Italian,40.78554,-73.97263,2,819,4
Super Taste,New York,NY,Chinese,40.71513,-73.99341,1,535,4
MarieBelle,New York,NY,Chocolatiers & Shops,40.72321077,-74.00245063,3,484,4
Orwasher's,New York,NY,Bakeries,40.772197,-73.955062,2,373,4.5
Rosa Mexicano,New York,NY,Mexican,40.77118,-73.98311,2,1157,3.5
Soju Haus,New York,NY,Korean,40.7468603,-73.9851724,2,525,4
NORMA Gastronomia Siciliana,New York,NY,Italian,40.743553,-73.980026,2,316,4.5
Third Rail Coffee,New York,NY,Coffee & Tea,40.72994,-73.99959,1,461,4
Remi Flower & Coffee,New York,NY,Coffee & Tea,40.753781,-73.9689989,2,220,4.5
Chick-fil-A,New York,NY,Fast Food,40.751764,-73.9860817,1,575,4
Avant Garden,New York,NY,American (New),40.7261499,-73.98402,3,300,4.5
Dudley's,New York,NY,Cafes,40.71798,-73.99042,2,662,4
Yonah Schimmel's Knish Bakery,New York,NY,Kosher,40.7231,-73.99015,1,608,4
Jacques Torres Chocolate,New York,NY,Chocolatiers & Shops,40.72767,-74.00708,2,431,4
Ivan Ramen,New York,NY,Ramen,40.72058,-73.98454,2,1214,3.5
Ruffian,New York,NY,Wine Bars,40.7264,-73.98411,2,192,4.5
Buenos Aires,New York,NY,Argentine,40.72531509,-73.98303986,3,519,4
Melt Shop,New York,NY,Sandwiches,40.760711,-73.9823111,2,575,4
The Cinnamon Snail,New York,NY,Vegan,40.75032054,-73.99196867,2,481,4
Emack & Bolio's,New York,NY,Ice Cream & Frozen Yogurt,40.77382,-73.95139,2,434,4
Melba's,New York,NY,Southern,40.80314688,-73.95650692,2,993,4
Pizza By Certé,New York,NY,Pizza,40.76037261,-73.97011854,1,412,4
Beer Culture,New York,NY,Beer Bar,40.75960047,-73.98971468,2,346,4.5
Rosie's,New York,NY,Mexican,40.72492,-73.99079,2,669,4
Masseria Dei Vini,New York,NY,Wine Bars,40.7684,-73.98558,3,428,4
99 Cent Fresh Pizza,New York,NY,Pizza,40.76458,-73.98247,1,479,4
Popbar,New York,NY,Ice Cream & Frozen Yogurt,40.73059,-74.00202,1,733,4
Wine:30,New York,NY,Wine Bars,40.7448157,-73.9837861,2,730,4
Kahve,New York,NY,Cafes,40.76483,-73.98774,1,544,4
Mémé Mediterranean,New York,NY,Mediterranean,40.736412,-74.00616,2,575,4
Antica Ristorante,New York,NY,Italian,40.70393551,-74.01217318,3,482,4.5
Double Zero,New York,NY,Pizza,40.7261288,-73.9896645,2,442,4.5
Boulton & Watt,New York,NY,American (New),40.7224963,-73.986439,2,668,4
OatMeals,New York,NY,Bakeries,40.730389,-74.000533,1,387,4.5
Angkor Cambodian Bistro,New York,NY,Cambodian,40.76226,-73.95914,2,262,4.5
Cock & Bull,New York,NY,British,40.75609088,-73.98048584,2,525,4
Magnolia Bakery West Village,New York,NY,Bakeries,40.73589,-74.00498,2,2322,3
Teppen Ramen,New York,NY,Ramen,40.75929,-73.96879,2,348,4.5
Heidelberg Restaurant,New York,NY,German,40.77742,-73.95172,2,667,4
Feast,New York,NY,American (New),40.7325189,-73.9881274,3,462,4
Mission Ceviche,New York,NY,Seafood,40.74108,-74.004628,2,210,4.5
El Centro,New York,NY,Mexican,40.76602,-73.98688,2,832,4
Le Coucou,New York,NY,French,40.71909,-74.00013,4,512,4
Bathtub Gin,New York,NY,Speakeasies,40.74367236,-74.00333762,2,940,3.5
Mercato,New York,NY,Italian,40.75619,-73.9937,2,837,4
New Wonjo Restaurant,New York,NY,Korean,40.74788,-73.98665,2,1287,3.5
Dominique Ansel Kitchen,New York,NY,Bakeries,40.73479843,-74.00189209,2,535,4
Little Beet Table,New York,NY,American (New),40.74116,-73.98545,2,513,4
Mango Mango Dessert - New York,New York,NY,Desserts,40.71528,-73.99811,1,634,4
Pado,New York,NY,Japanese,40.7314,-73.98589,2,220,4.5
The Capital Grille,New York,NY,Seafood,40.7078814,-74.01020267,3,568,4
Orchard Grocer,New York,NY,Delis,40.717731,-73.990165,2,179,4.5
Ariana Afghan Kebab Restaurant,New York,NY,Afghan,40.76515,-73.98813,2,472,4
Noreetuh,New York,NY,American (New),40.727275,-73.985221,3,413,4
Riko Peruvian Cuisine,New York,NY,Peruvian,40.750076,-73.995422,2,665,4
Forlini's Restaurant,New York,NY,Italian,40.71695,-73.99957,2,412,4.5
Cafe Noi,New York,NY,Coffee & Tea,40.77168,-73.95649,2,388,4
The Skylark,New York,NY,Cocktail Bars,40.754295,-73.989,3,525,4
Hao Noodle and Tea By Madam Zhu's Kitchen,New York,NY,Chinese,40.73348632,-73.9998929,2,665,4
Xi'an Famous Foods,New York,NY,Noodles,40.7620999,-73.97732,2,444,4
Agave,New York,NY,Mexican,40.734767,-74.002415,2,1262,3.5
Casa Enrique,Long Island City,NY,Mexican,40.74340434,-73.95435037,2,1124,4
Mille-Feuille Bakery,New York,NY,Bakeries,40.72933,-73.99808,2,463,4
Tony's Di Napoli,New York,NY,Italian,40.76435,-73.96408,2,637,4
Mei Jin Ramen,New York,NY,Ramen,40.775028,-73.953491,2,603,4
J.G. Melon,New York,NY,American (Traditional),40.77105,-73.95931,2,1222,3.5
Wolfnights,New York,NY,American (New),40.7198896,-73.9885666,2,515,4
Birch Coffee,New York,NY,Coffee & Tea,40.74367789,-73.98641447,2,350,4.5
Pierre Loti Midtown,New York,NY,Wine Bars,40.75587175,-73.96735506,2,308,4.5
Guantanamera,New York,NY,Cuban,40.76589196,-73.98374754,2,882,3.5
Jadis,New York,NY,French,40.72102347,-73.99100541,2,487,4
Réunion,New York,NY,Cocktail Bars,40.75964944,-73.99130828,2,678,4
DiSO's Italian Sandwich Society,New York,NY,Food Trucks,40.75273233,-73.97050906,2,246,4.5
The Picnic Basket,New York,NY,Cafes,40.7516246,-73.9858858,2,414,4
Adel's Famous Halal Food,New York,NY,Middle Eastern,40.76394,-73.99193,1,227,4.5
Vatan Indian Vegetarian,New York,NY,Indian,40.74236,-73.9803699,3,612,4
BXL Zoute,New York,NY,Belgian,40.74174,-73.992627,2,395,4
Congee Village,New York,NY,Cantonese,40.7187,-73.99031,2,1537,3.5
Shorty's,New York,NY,Bars,40.758103,-73.992529,2,676,4
Tavern29,New York,NY,Pubs,40.74431,-73.98394,2,888,4
Reichenbach Hall,New York,NY,Bars,40.7508,-73.98401,2,720,4
Yoon Haeundae Galbi,New York,NY,Korean,40.74997,-73.98442,3,330,4.5
La Shuk,New York,NY,Moroccan,40.78863,-73.94875,2,354,4.5
DORADO Tacos & Quesadillas,New York,NY,Mexican,40.73396,-73.99312,1,608,4
Hu Kitchen,New York,NY,Breakfast & Brunch,40.735823,-73.994185,2,927,3.5
Round K,New York,NY,Coffee & Tea,40.718906,-73.990966,2,354,4.5
Gotham West Market,New York,NY,Food Court,40.7624395,-73.9971462,2,544,4
Attaboy,New York,NY,Cocktail Bars,40.7188874,-73.9913351,2,513,4
Teado Tea Shop,New York,NY,Coffee & Tea,40.7172143,-73.9949616,1,335,4.5
Harry's,New York,NY,Steakhouses,40.70451,-74.0098299,3,664,4
DTUT,New York,NY,Bars,40.78085422,-73.94934118,1,481,4
Chola,New York,NY,Indian,40.76026,-73.96576,2,580,4
Golden Unicorn,New York,NY,Dim Sum,40.71367705,-73.99716336,2,1724,3.5
Kaoru,New York,NY,Japanese,40.75202,-73.96977,2,301,4.5
Zengo,New York,NY,Latin American,40.74975739,-73.97545661,3,992,3.5
The Original Soupman,New York,NY,Soup,40.76536117,-73.98343927,1,462,4
Chow House,New York,NY,Chinese,40.72915,-74.00072,2,318,4.5
Chloe's Soft Serve Fruit Co,New York,NY,Ice Cream & Frozen Yogurt,40.73733,-73.99058,2,504,4
Duane Park,New York,NY,Supper Clubs,40.7249172,-73.9925423,4,440,4
Pi Bakerie and Eaterie,New York,NY,Bakeries,40.72361,-74.00329,2,254,4.5
Benjamin Prime,New York,NY,Steakhouses,40.7514936,-73.97984968,4,252,4.5
Burke & Wills,New York,NY,Australian,40.7833619,-73.979579,3,404,4
Tina's Cuban Cuisine,New York,NY,Cuban,40.76306,-73.9757,2,583,4
P.J. Clarke's,New York,NY,American (Traditional),40.7589148,-73.9680336,2,876,3.5
Friedman's,New York,NY,Breakfast & Brunch,40.755311,-73.998389,2,547,4
Au Za'atar,New York,NY,Wine Bars,40.728901,-73.981185,2,752,4
212 Steakhouse,New York,NY,Steakhouses,40.75634,-73.966489,3,633,4
Tableside Italian Cook Shoppe,New York,NY,Italian,40.7266287,-73.9863384,3,231,4.5
Casa Adela,New York,NY,Latin American,40.72264,-73.97973,2,447,4
The Kati Roll Company,New York,NY,Indian,40.729634,-74.000964,1,860,4
Naruto Ramen,New York,NY,Ramen,40.78117,-73.9525,2,893,3.5
Nix,New York,NY,American (New),40.73323,-73.99359,2,511,4
Tonkatsu Matsunoya,New York,NY,Japanese,40.7533493,-73.97415924,2,360,4
Vic's,New York,NY,American (New),40.72693,-73.99319,2,430,4
Cup & Cup,New York,NY,Coffee & Tea,40.746245,-73.984846,1,335,4
deep indian kitchen - indikitch,New York,NY,Indian,40.7422142,-73.99044037,2,697,4
Franklin Barbecue,Austin,TX,Barbeque,30.27009,-97.73126,2,4620,4.5
Moonshine Patio Bar & Grill,Austin,TX,Southern,30.26386,-97.73796,2,4461,4.5
Hopdoddy Burger Bar,Austin,TX,Burgers,30.249649,-97.749907,2,4532,4
Home Slice Pizza,Austin,TX,Pizza,30.2492,-97.74943,2,3556,4.5
Uchi,Austin,TX,Sushi Bars,30.25754,-97.75981,4,2278,4.5
Salty Sow,Austin,TX,American (Traditional),30.28364973,-97.72131801,2,2575,4.5
Terry Black's Barbecue,Austin,TX,Barbeque,30.25969157,-97.75480136,2,2663,4.5
Uchiko,Austin,TX,Sushi Bars,30.31067,-97.74,4,1658,4.5
la Barbecue,Austin,TX,Barbeque,30.2561254,-97.7223386,2,2231,4.5
Bouldin Creek Cafe,Austin,TX,Vegetarian,30.24646,-97.75677,2,2179,4.5
Gus's World Famous Fried Chicken,Austin,TX,Southern,30.2634862,-97.7417305,1,2203,4
Koriente,Austin,TX,Asian Fusion,30.267,-97.73597,1,1596,4.5
Odd Duck,Austin,TX,American (Traditional),30.25452,-97.762064,3,1647,4.5
Banger's Sausage House & Beer Garden,Austin,TX,Beer Gardens,30.258905,-97.738413,2,2290,4
Little Deli & Pizzeria,Austin,TX,Delis,30.342656,-97.725445,1,1128,4.5
Ramen Tatsu-Ya,Austin,TX,Ramen,30.36123947,-97.71524765,2,2375,4
South Congress Cafe,Austin,TX,Breakfast & Brunch,30.247926,-97.75064151,2,2409,4
Lick Honest Ice Creams,Austin,TX,Ice Cream & Frozen Yogurt,30.25565467,-97.7627457,1,1243,4.5
Easy Tiger,Austin,TX,German,30.26580048,-97.73568726,2,1622,4
Turf N Surf Po' Boy,Austin,TX,Cajun/Creole,30.26713102,-97.74575101,2,1046,4.5
Eddie V's Prime Seafood,Austin,TX,Seafood,30.26613,-97.74058,3,1086,4.5
Ramen Tatsu-Ya,Austin,TX,Ramen,30.25389979,-97.7631826,2,1592,4
Titaya's Thai Cuisine,Austin,TX,Thai,30.32360519,-97.72736819,2,1544,4
Barley Swine,Austin,TX,American (New),30.34127377,-97.73838864,3,1031,4.5
Micklethwait Craft Meats,Austin,TX,Food Trucks,30.26846,-97.72518,2,869,4.5
"Rudy's ""Country Store"" and Bar-B-Q",Austin,TX,Barbeque,30.263636,-97.815488,2,1026,4.5
Kome Sushi Kitchen,Austin,TX,Japanese,30.314106,-97.714511,2,1260,4
Dolce Neve,Austin,TX,Gelato,30.247625,-97.755404,2,587,4.5
Whole Foods Market,Austin,TX,Grocery,30.27081468,-97.75317904,2,1198,4
Stiles Switch BBQ & Brew,Austin,TX,Barbeque,30.33432,-97.7215,2,1536,4
Hopdoddy Burger Bar,Austin,TX,Burgers,30.35766497,-97.73315,2,1684,4
Santorini Cafe,Austin,TX,Greek,30.3876,-97.68399,2,666,4.5
Sweet Ritual,Austin,TX,Vegan,30.30608,-97.71523,1,591,4.5
Cafe Java- Austin,Austin,TX,Coffee & Tea,30.40006093,-97.70416173,1,1036,4.5
Gourdough's Public House,Austin,TX,Pubs,30.245382,-97.780437,2,1385,4
Veracruz All Natural,Austin,TX,Food Trucks,30.25793,-97.72603,1,751,4.5
Blue Dahlia Bistro,Austin,TX,Breakfast & Brunch,30.26889,-97.728588,2,1270,4
Chago's Caribbean Cuisine,Austin,TX,Cuban,30.34028,-97.7169,2,743,4.5
Patrizi's,Austin,TX,Italian,30.28397151,-97.71721015,2,615,4.5
True Food Kitchen,Austin,TX,American (New),30.2672474,-97.7520856,2,863,4.5
Via 313 Pizza - West 6th,Austin,TX,Pizza,30.2702542,-97.7497127,2,654,4.5
888 Pan Asian Restaurant,Austin,TX,Vietnamese,30.22961936,-97.72996869,2,1574,4
"Truluck's Seafood, Steak and Crab House",Austin,TX,Seafood,30.26683,-97.74502,3,757,4.5
T-Loc's Sonora Hot Dogs,Austin,TX,Hot Dogs,30.3211689,-97.7395055,1,363,5
Haru Ramen & Yakitori,Austin,TX,Ramen,30.35471129,-97.73291724,2,977,4
Boteco,Austin,TX,Food Trucks,30.2641113,-97.7301493,2,376,5
Bird Bird Biscuit,Austin,TX,Breakfast & Brunch,30.284804,-97.713964,1,491,4.5
Juan In A Million,Austin,TX,Mexican,30.25526606,-97.71905929,1,1788,4
Perry's Steakhouse & Grille - Downtown Austin,Austin,TX,Steakhouses,30.26916,-97.7426,3,1037,4
Pinthouse Pizza,Austin,TX,Pizza,30.31879054,-97.73911155,2,944,4
Abo Youssef,Austin,TX,Mediterranean,30.283955,-97.719837,1,399,4.5
Mozart's Coffee Roasters,Austin,TX,Coffee & Tea,30.29554497,-97.78410316,2,1292,4
Pho Please,Austin,TX,Vietnamese,30.24272,-97.72791,1,809,4.5
Fricano's Deli,Austin,TX,Delis,30.288094,-97.742851,1,563,4.5
Kerbey Lane Cafe - Central,Austin,TX,Breakfast & Brunch,30.30803,-97.75047,2,1230,4
"Snooze, An A.M. Eatery",Austin,TX,Breakfast & Brunch,30.250894,-97.765847,2,1001,4
Lamberts Downtown Barbecue,Austin,TX,Barbeque,30.2652,-97.74785,2,1705,4
Sway,Austin,TX,Thai,30.250142,-97.754556,2,1610,4
Cooper's Old Time Pit Bar-B-Que,Austin,TX,Barbeque,30.26492962,-97.74373524,2,1243,4
Phoebe's Diner,Austin,TX,Breakfast & Brunch,30.2416132,-97.7588755,2,656,4.5
Launderette,Austin,TX,American (New),30.25193,-97.72273,2,980,4
SLAB BBQ & Beer,Austin,TX,Barbeque,30.37131015,-97.72465143,2,770,4.5
DeSano Pizzeria Napoletana,Austin,TX,Pizza,30.35850525,-97.73065186,2,603,4.5
Haru Sushi - formerly known Hanabi,Austin,TX,Sushi Bars,30.386785,-97.741872,2,730,4.5
Roaring Fork,Austin,TX,American (Traditional),30.269104,-97.74195862,2,1035,4
Sugar Mama's Bakeshop,Austin,TX,Desserts,30.24613,-97.7564,1,946,4
Via 313 Pizza - North Campus,Austin,TX,Pizza,30.297872,-97.741436,2,473,4.5
Perla's,Austin,TX,Seafood,30.24996523,-97.74996987,3,1464,4
Arlo's,Austin,TX,Vegan,30.26942,-97.73618,1,579,4.5
Cabo Bob's Burritos,Austin,TX,Mexican,30.22098092,-97.75692844,1,760,4.5
Tan My Restaurant,Austin,TX,Vietnamese,30.36409411,-97.71416261,1,669,4.5
Crepe Crazy,Austin,TX,Creperies,30.24154,-97.78456,1,444,4.5
DEE DEE,Austin,TX,Thai,30.2315332,-97.7877942,2,355,4.5
"Manolis Ice Cream, Pastries, & Cakes",Austin,TX,Desserts,30.244198,-97.758048,1,264,5
The Peached Tortilla,Austin,TX,Asian Fusion,30.33075,-97.74021,2,691,4.5
Jewboy Burgers,Austin,TX,Food Trucks,30.32127043,-97.73948009,2,263,5
Draught House Pub & Brewery,Austin,TX,Pubs,30.31098,-97.74283,2,559,4.5
Casa De Luz,Austin,TX,Vegan,30.26451,-97.76159,2,577,4.5
Counter Culture,Austin,TX,Vegan,30.254728,-97.717401,2,741,4.5
Churro Co.,Austin,TX,Desserts,30.24602,-97.75695,1,380,4.5
Ceviche7,Austin,TX,Peruvian,30.29634,-97.74139,1,252,5
Eureka!,Austin,TX,Bars,30.26784275,-97.74124011,2,721,4
Summermoon Coffee Bar,Austin,TX,Coffee Roasteries,30.23323,-97.76485,2,885,4
Picnik,Austin,TX,American (New),30.31897351,-97.73913798,2,577,4.5
Arturo's Underground Cafe,Austin,TX,Breakfast & Brunch,30.2797094,-97.74192,2,616,4.5
Central Market - North Lamar,Austin,TX,Bakeries,30.30779,-97.7412499,2,623,4
Clay Pit,Austin,TX,Indian,30.279073,-97.74232,2,1479,4
Swift's Attic,Austin,TX,American (New),30.26563,-97.74337,2,1013,4
Via 313 Pizza - Oak Hill,Austin,TX,Pizza,30.232823,-97.865637,2,724,4.5
North Italia,Austin,TX,Italian,30.40227815,-97.72598505,2,1191,4
The Roosevelt Room,Austin,TX,Cocktail Bars,30.2677,-97.74627,2,403,4.5
Chi'Lantro,Austin,TX,Korean,30.27063456,-97.74154206,1,719,4
Torchy's Tacos,Austin,TX,Breakfast & Brunch,30.236755,-97.762718,1,769,4
"Snooze, An A.M. Eatery",Austin,TX,Breakfast & Brunch,30.30603,-97.74329,2,762,4
Jo's Coffee,Austin,TX,Coffee & Tea,30.251045,-97.749371,1,815,4
Alamo Drafthouse Cinema Ritz,Austin,TX,Cinema,30.26732,-97.73956,2,556,4.5
Fogo de Chão Brazilian Steakhouse,Austin,TX,Brazilian,30.26416385,-97.74067148,3,771,4
24 Diner,Austin,TX,Diners,30.27192193,-97.75419384,2,1799,3.5
Fabi + Rosi,Austin,TX,Modern European,30.27890004,-97.7726417,2,557,4.5
Cabo Bob's Burritos,Austin,TX,Mexican,30.295789,-97.7442669,1,365,4.5
More Home Slice Pizza,Austin,TX,Pizza,30.249255,-97.749626,1,485,4.5
FoodHeads,Austin,TX,Sandwiches,30.30091,-97.7403,2,517,4.5
Eldorado Cafe,Austin,TX,Comfort Food,30.362224,-97.74235715,2,495,4.5
Texas Coffee Traders,Austin,TX,Coffee Roasteries,30.26202,-97.72873,1,217,5
Tacodeli,Austin,TX,Seafood,30.40744,-97.71322,1,937,4
Troy ATX,Austin,TX,Turkish,30.3719209,-97.7565463,1,455,4.5
Chuy's,Austin,TX,Tex-Mex,30.263803,-97.763323,2,979,4
Second Bar + Kitchen,Austin,TX,American (New),30.26459393,-97.74448951,2,1195,4
D K Sushi & Seoul Asian Food Market,Austin,TX,Grocery,30.325165,-97.727198,2,574,4.5
Kurry Takos,Austin,TX,Food Trucks,30.253308,-97.712918,1,200,5
Lebowski's Grill,Austin,TX,Burgers,30.37186,-97.72586,1,324,4.5
Culinary Dropout,Austin,TX,Bars,30.403653,-97.721503,2,1125,4
Red Ash,Austin,TX,Italian,30.26588,-97.744672,3,529,4.5
Musashino Sushi Dokoro,Austin,TX,Japanese,30.2980839,-97.7475817,2,643,4
Heo Eatery,Austin,TX,Vietnamese,30.3308502,-97.72353016,2,320,4.5
Roaring Fork,Austin,TX,American (New),30.40064,-97.73747,2,1077,4
Paperboy,Austin,TX,Food Trucks,30.272754,-97.728223,1,401,4.5
Pueblo Viejo,Austin,TX,Mexican,30.2648785,-97.73394973,1,440,4.5
Waltons Fancy and Staple,Austin,TX,Delis,30.26951,-97.749014,2,746,4
Wink,Austin,TX,American (New),30.275848,-97.752427,3,783,4
Revival Coffee,Austin,TX,Coffee & Tea,30.26427,-97.72776,1,467,4.5
Halal Bros,Austin,TX,Middle Eastern,30.29252,-97.74165,1,574,4
Taco Joint,Austin,TX,Mexican,30.2916114,-97.734951,1,403,4.5
Habanero Mexican Cafe,Austin,TX,Mexican,30.24122,-97.75822,1,633,4
Torchy's Tacos,Austin,TX,Breakfast & Brunch,30.2936988,-97.7417964,1,840,4
Capital City Bakery,Austin,TX,Bakeries,30.25523988,-97.71990981,1,460,4.5
Pinthouse Pizza,Austin,TX,Pizza,30.23604957,-97.795831,2,508,4.5
Enoteca Vespaio,Austin,TX,Italian,30.24732,-97.75079,2,782,4
Mother's Cafe & Garden,Austin,TX,Vegetarian,30.304374,-97.726005,2,909,4
El Alma,Austin,TX,Mexican,30.2601,-97.75562,2,828,4
Stella San Jac,Austin,TX,American (New),30.26657628,-97.74052573,2,708,4
Cenote,Austin,TX,Coffee & Tea,30.26055805,-97.73368124,1,711,4
Magnolia Cafe South,Austin,TX,Breakfast & Brunch,30.24467389,-97.75190364,2,1516,3.5
Loro,Austin,TX,Smokehouse,30.24775,-97.77127,2,855,4
Arpeggio Grill,Austin,TX,Pizza,30.3309659,-97.7155318,2,715,4
