id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
_LTJtwiPtUVskCh7bEL13Q,milltown-diner-milltown,Milltown Diner,https://s3-media4.fl.yelpcdn.com/bphoto/uBs_himahOuZke4QsPmtbw/o.jpg,False,https://www.yelp.com/biz/milltown-diner-milltown?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,52,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.451452, 'longitude': -74.438655}","['delivery', 'pickup']",$,"{'address1': '30 N Main St', 'address2': '', 'address3': '', 'city': 'Milltown', 'zip_code': '08850', 'country': 'US', 'state': 'NJ', 'display_address': ['30 N Main St', 'Milltown, NJ 08850']}",+17322463119,(732) 246-3119,4119.925779084296
rvUs5KjpZ5fV_CeD_uofZw,sigiri-edison,Sigiri,https://s3-media4.fl.yelpcdn.com/bphoto/STS77CUqJ05rWhJt2EmjYg/o.jpg,False,https://www.yelp.com/biz/sigiri-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,111,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'srilankan', 'title': 'Sri Lankan'}]",4.0,"{'latitude': 40.5573636275065, 'longitude': -74.3438078463078}",['pickup'],$$,"{'address1': '52 Lincoln Hwy Rte 27', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08820', 'country': 'US', 'state': 'NJ', 'display_address': ['52 Lincoln Hwy Rte 27', 'Edison, NJ 08820']}",+17327449667,(732) 744-9667,11230.343052488968
gVfU7-TA6X_Aqj2hIgNU4w,la-bagel-edison,La Bagel,https://s3-media2.fl.yelpcdn.com/bphoto/-c4EELAE-d_3_5ITWS1tdg/o.jpg,False,https://www.yelp.com/biz/la-bagel-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,79,"[{'alias': 'bagels', 'title': 'Bagels'}]",3.5,"{'latitude': 40.5137311872722, 'longitude': -74.4053196268529}",['pickup'],$,"{'address1': '1791 Lincoln Hwy', 'address2': None, 'address3': None, 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['1791 Lincoln Hwy', 'Edison, NJ 08817']}",+17323391333,(732) 339-1333,4119.725301726435
xbQPNc3grwl0W2fWL3UTZA,la-crepe-french-bakery-and-cafe-east-brunswick,La Crepe French Bakery & Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/zY6GM28CGNQw6j9sI-gvMA/o.jpg,False,https://www.yelp.com/biz/la-crepe-french-bakery-and-cafe-east-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,192,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",3.5,"{'latitude': 40.41776, 'longitude': -74.3719799}",[],$$,"{'address1': '1020 Route 18', 'address2': 'Unit 9', 'address3': '', 'city': 'East Brunswick', 'zip_code': '08816', 'country': 'US', 'state': 'NJ', 'display_address': ['1020 Route 18', 'Unit 9', 'East Brunswick, NJ 08816']}",+17323250858,(732) 325-0858,9875.199323594783
CyOFoVON0NPTwAsezLD1bw,carmens-restaurant-new-brunswick,Carmen's Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/v2szFoMkKEFDG-0KJDc0bQ/o.jpg,False,https://www.yelp.com/biz/carmens-restaurant-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,10,"[{'alias': 'dominican', 'title': 'Dominican'}]",4.0,"{'latitude': 40.4779548136233, 'longitude': -74.4471810287292}",['delivery'],$$,"{'address1': '68 Georges Rd', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['68 Georges Rd', 'New Brunswick, NJ 08901']}",+17323398864,(732) 339-8864,1264.990136881636
2pp_9lJ4B7NHvgtCX_R1Vw,edison-noodle-house-edison-2,Edison Noodle House,https://s3-media1.fl.yelpcdn.com/bphoto/yOXIIVCmrmDVp5z-YRCFAQ/o.jpg,False,https://www.yelp.com/biz/edison-noodle-house-edison-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,93,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 40.51593333, 'longitude': -74.40203667}",['delivery'],$$,"{'address1': '1871 State Rt 27', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['1871 State Rt 27', 'Edison, NJ 08817']}",+17322530600,(732) 253-0600,4487.856164653464
gcnQZzv1bn8AT6zlUWqxSg,riddle-and-martin-sub-shops-south-river,Riddle & Martin Sub Shops,https://s3-media1.fl.yelpcdn.com/bphoto/QNlRR_ALgQBiGp1wCi18fA/o.jpg,False,https://www.yelp.com/biz/riddle-and-martin-sub-shops-south-river?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,52,"[{'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 40.44188, 'longitude': -74.391}",[],$$,"{'address1': '270 Old Bridge Tpke', 'address2': '', 'address3': '', 'city': 'South River', 'zip_code': '08882', 'country': 'US', 'state': 'NJ', 'display_address': ['270 Old Bridge Tpke', 'South River, NJ 08882']}",+17322381277,(732) 238-1277,6690.3828620256045
jKgXDPRx0Sr10P5zaZeUow,sukh-sagar-piscataway,Sukh Sagar,https://s3-media3.fl.yelpcdn.com/bphoto/90kCrQ090aCKqqH94oXaSA/o.jpg,False,https://www.yelp.com/biz/sukh-sagar-piscataway?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,103,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'indpak', 'title': 'Indian'}]",4.0,"{'latitude': 40.5401805398876, 'longitude': -74.4230496883392}",[],$$,"{'address1': '1347 Stelton Rd', 'address2': '', 'address3': '', 'city': 'Piscataway', 'zip_code': '08854', 'country': 'US', 'state': 'NJ', 'display_address': ['1347 Stelton Rd', 'Piscataway, NJ 08854']}",+17327779595,(732) 777-9595,5946.406136273655
q_HaG30CAq1L2WPii9I-TQ,dosa-grill-north-brunswick,Dosa Grill,https://s3-media3.fl.yelpcdn.com/bphoto/wjanbYhkExdU9QnWE5xsXQ/o.jpg,False,https://www.yelp.com/biz/dosa-grill-north-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,117,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.0,"{'latitude': 40.4598313396558, 'longitude': -74.5079021501136}",[],$$,"{'address1': '1980 State Rt 27', 'address2': '', 'address3': '', 'city': 'North Brunswick', 'zip_code': '08902', 'country': 'US', 'state': 'NJ', 'display_address': ['1980 State Rt 27', 'North Brunswick, NJ 08902']}",+17324226800,(732) 422-6800,6496.398001909707
DHjNnAyLf3PInaDrhg7-Ug,rhythm-and-spice-jamaican-grill-somerset-2,Rhythm & Spice Jamaican Grill,https://s3-media3.fl.yelpcdn.com/bphoto/FGmUe403iEZlRIvlm6qAQw/o.jpg,False,https://www.yelp.com/biz/rhythm-and-spice-jamaican-grill-somerset-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,26,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",3.5,"{'latitude': 40.494776, 'longitude': -74.463466}",['pickup'],$$,"{'address1': '500 Hamilton St', 'address2': None, 'address3': '', 'city': 'Somerset', 'zip_code': '08873', 'country': 'US', 'state': 'NJ', 'display_address': ['500 Hamilton St', 'Somerset, NJ 08873']}",+17322462959,(732) 246-2959,2036.7337259030187
VEFLHFSr26c_FqXWJeQs8g,cheezen-new-brunswick,Cheezen,https://s3-media1.fl.yelpcdn.com/bphoto/wo7nXVYjEmTyZPMSguvekQ/o.jpg,False,https://www.yelp.com/biz/cheezen-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,29,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 40.49884, 'longitude': -74.45207}","['delivery', 'pickup']",$,"{'address1': '108 Easton Ave', 'address2': '', 'address3': None, 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['108 Easton Ave', 'New Brunswick, NJ 08901']}",+17234489370,(723) 448-9370,1494.3331656365872
d8uckcokP6FiJxEP_63eFQ,surf-taco-new-brunswick,Surf Taco,https://s3-media2.fl.yelpcdn.com/bphoto/KxWwcnQcATqPHpz4vvfEOw/o.jpg,False,https://www.yelp.com/biz/surf-taco-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,31,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",2.5,"{'latitude': 40.4989871815129, 'longitude': -74.4485081457986}","['delivery', 'pickup']",$,"{'address1': '97 Hamilton St', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['97 Hamilton St', 'New Brunswick, NJ 08901']}",+17322140528,(732) 214-0528,1332.9584928073843
DGZOwMQNcn0mNPLtmFZkiA,teri-teri-new-brunswick-2,Teri Teri,https://s3-media2.fl.yelpcdn.com/bphoto/fmcvd3hi1Y09x0oHsU6Rvg/o.jpg,False,https://www.yelp.com/biz/teri-teri-new-brunswick-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,26,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",2.5,"{'latitude': 40.495025, 'longitude': -74.443672}","['delivery', 'pickup']",$,"{'address1': '363 George St', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['363 George St', 'New Brunswick, NJ 08901']}",+17325458116,(732) 545-8116,764.4825313497464
El4XVCVZ6XcjqEvX-GNoUw,carlees-bbq-new-brunswick-2,Carlee's BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/iiUQJaQUvckHczw87eQ8Kg/o.jpg,False,https://www.yelp.com/biz/carlees-bbq-new-brunswick-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,30,"[{'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 40.49569, 'longitude': -74.44472}","['delivery', 'pickup']",$,"{'address1': '110 Church St', 'address2': None, 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['110 Church St', 'New Brunswick, NJ 08901']}",+17325432090,(732) 543-2090,863.4711846261636
ZM4QmiIyInegLg0eOZibpA,cafe-paris-metuchen,Cafe Paris,https://s3-media2.fl.yelpcdn.com/bphoto/IE86pqeh8cAOHZy9mEWTfg/o.jpg,False,https://www.yelp.com/biz/cafe-paris-metuchen?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,241,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'french', 'title': 'French'}]",3.5,"{'latitude': 40.542421, 'longitude': -74.3620043}","['delivery', 'pickup']",$$,"{'address1': '439 Main St', 'address2': '', 'address3': '', 'city': 'Metuchen', 'zip_code': '08840', 'country': 'US', 'state': 'NJ', 'display_address': ['439 Main St', 'Metuchen, NJ 08840']}",+17326039200,(732) 603-9200,8974.360995378875
-jh96b_xzGzZsaR2WybUHg,noodle-go-go-south-plainfield,Noodle Go Go,https://s3-media4.fl.yelpcdn.com/bphoto/Fjysj2aJZXj9vjaEw8kBSQ/o.jpg,False,https://www.yelp.com/biz/noodle-go-go-south-plainfield?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,218,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 40.551, 'longitude': -74.43156}",['pickup'],$$,"{'address1': '4811 Stelton Rd', 'address2': '', 'address3': '', 'city': 'South Plainfield', 'zip_code': '07080', 'country': 'US', 'state': 'NJ', 'display_address': ['4811 Stelton Rd', 'South Plainfield, NJ 07080']}",+19082228898,(908) 222-8898,7021.6876033220315
v4JVVlQvpgttizV9Q9WRIA,the-dolar-shop-edison,The Dolar Shop,https://s3-media2.fl.yelpcdn.com/bphoto/fXzQ5G6aKG_v55fsZ7QAIQ/o.jpg,False,https://www.yelp.com/biz/the-dolar-shop-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,68,"[{'alias': 'hotpot', 'title': 'Hot Pot'}]",4.0,"{'latitude': 40.524849, 'longitude': -74.388512}",['restaurant_reservation'],$$$,"{'address1': '2066 Lincoln Hwy', 'address2': '', 'address3': None, 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['2066 Lincoln Hwy', 'Edison, NJ 08817']}",+17326629888,(732) 662-9888,5991.3387601085
YpNx1eyzub-A0c2UFe3C0g,starbucks-new-brunswick-5,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/PuDbkt_cWjPq-Vdr5-rEtA/o.jpg,False,https://www.yelp.com/biz/starbucks-new-brunswick-5?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,7,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.4870322062488, 'longitude': -74.4159927888349}",[],,"{'address1': '23 US-1', 'address2': '', 'address3': None, 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['23 US-1', 'New Brunswick, NJ 08901']}",+17328434817,(732) 843-4817,2117.1165364347667
U-Zg1QDSooZ8pfwZSIonnQ,coco-fresh-tea-and-juice-edison-3,Coco Fresh Tea & Juice,https://s3-media2.fl.yelpcdn.com/bphoto/YpVqyrkKEveNUb8jW7NtbQ/o.jpg,False,https://www.yelp.com/biz/coco-fresh-tea-and-juice-edison-3?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,28,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.5066701690973, 'longitude': -74.3974674493074}",[],$,"{'address1': '99 Ranch Market Food Ct', 'address2': None, 'address3': '561 US-1', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['99 Ranch Market Food Ct', '561 US-1', 'Edison, NJ 08817']}",+17323174410,(732) 317-4410,4197.6195555490485
gLzeOllu8TpJTB99_lpftw,roses-pizza-and-ice-cream-edison,Rose's Pizza and Ice Cream,https://s3-media1.fl.yelpcdn.com/bphoto/bKX8N8N-exTKTjYEWNKmGA/o.jpg,False,https://www.yelp.com/biz/roses-pizza-and-ice-cream-edison?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,42,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.0,"{'latitude': 40.525014, 'longitude': -74.413242}",[],$,"{'address1': '4 Brunswick Ave', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['4 Brunswick Ave', 'Edison, NJ 08817']}",+17324166560,(732) 416-6560,4679.358544618682
DWwOapX8CfxgGU1ONRdKwA,little-lamb-mongolian-hot-pot-bbq-edison-5,Little Lamb Mongolian Hot Pot BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/lrEj-xtY-bCcYyoKShABdg/o.jpg,False,https://www.yelp.com/biz/little-lamb-mongolian-hot-pot-bbq-edison-5?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,78,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'bbq', 'title': 'Barbeque'}]",3.5,"{'latitude': 40.5070294295523, 'longitude': -74.3966400769659}",[],$$,"{'address1': '561 Rte 1 S', 'address2': None, 'address3': 'Store C7/8', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['561 Rte 1 S', 'Store C7/8', 'Edison, NJ 08817']}",+17326402777,(732) 640-2777,4278.16271452654
Xzv8_mj_O0VhJu0yf2Tklw,kam-fung-restaurant-new-brunswick,Kam Fung Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/PA1cW0dYzPbtVuB9zf-oNA/o.jpg,False,https://www.yelp.com/biz/kam-fung-restaurant-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,21,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.0,"{'latitude': 40.496798, 'longitude': -74.454332}",['delivery'],$,"{'address1': '210 Hamilton St', 'address2': None, 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['210 Hamilton St', 'New Brunswick, NJ 08901']}",+17326402526,(732) 640-2526,1462.1794403346823
OaYlC3K0Ubolw0bJPyrrmg,noodles-plus-edison-3,Noodles Plus,https://s3-media1.fl.yelpcdn.com/bphoto/KdfawC4IN-Gw39Pobw4mpA/o.jpg,False,https://www.yelp.com/biz/noodles-plus-edison-3?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,141,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",3.5,"{'latitude': 40.512571, 'longitude': -74.383468}","['delivery', 'pickup']",$,"{'address1': '775 US Hwy 1', 'address2': '', 'address3': '', 'city': 'Edison', 'zip_code': '08817', 'country': 'US', 'state': 'NJ', 'display_address': ['775 US Hwy 1', 'Edison, NJ 08817']}",+17326627357,(732) 662-7357,5550.855004548555
-QlAMY4Hnp-73pu8ZC-ovw,sams-chicken-and-pizza-new-brunswick,Sam's Chicken & Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/fO-tRwkZz2UH-N81uiM7Ow/o.jpg,False,https://www.yelp.com/biz/sams-chicken-and-pizza-new-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,11,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 40.49187, 'longitude': -74.45483}","['delivery', 'pickup']",$,"{'address1': '169 French St', 'address2': '', 'address3': '', 'city': 'New Brunswick', 'zip_code': '08901', 'country': 'US', 'state': 'NJ', 'display_address': ['169 French St', 'New Brunswick, NJ 08901']}",+17328288155,(732) 828-8155,1227.5561850806944
C2g_fklzdKM_pT1OI4iY7w,ria-mar-restaurant-and-bar-south-river,Ria Mar Restaurant & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/O3DL72Vk5y5gAcJiuzXQVA/o.jpg,False,https://www.yelp.com/biz/ria-mar-restaurant-and-bar-south-river?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,205,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 40.44362, 'longitude': -74.3687099}",[],$$,"{'address1': '25 Whitehead Ave', 'address2': '', 'address3': '', 'city': 'South River', 'zip_code': '08882', 'country': 'US', 'state': 'NJ', 'display_address': ['25 Whitehead Ave', 'South River, NJ 08882']}",+17322571100,(732) 257-1100,7896.543840288801
UqDqS8kz2UNW5wVuIFFtoQ,house-of-cupcakes-east-brunswick,House of Cupcakes,https://s3-media2.fl.yelpcdn.com/bphoto/XVTrNDPt-JTAPJh2LX7GtA/o.jpg,False,https://www.yelp.com/biz/house-of-cupcakes-east-brunswick?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,182,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",3.5,"{'latitude': 40.434857, 'longitude': -74.391389}","['delivery', 'pickup']",$$,"{'address1': '593 State Rte 18', 'address2': '', 'address3': '', 'city': 'East Brunswick', 'zip_code': '08816', 'country': 'US', 'state': 'NJ', 'display_address': ['593 State Rte 18', 'East Brunswick, NJ 08816']}",+17329556026,(732) 955-6026,7288.180834256666
5yuZ8xyIcb11uNr8Y1XOug,five-guys-north-brunswick-2,Five Guys,https://s3-media2.fl.yelpcdn.com/bphoto/3hh0Y5z8GBqnWj_DJzi7FA/o.jpg,False,https://www.yelp.com/biz/five-guys-north-brunswick-2?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,37,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,"{'latitude': 40.4609401, 'longitude': -74.4587139}",['pickup'],$$,"{'address1': '507 Shoppes Blvd', 'address2': '', 'address3': '', 'city': 'North Brunswick', 'zip_code': '08902', 'country': 'US', 'state': 'NJ', 'display_address': ['507 Shoppes Blvd', 'North Brunswick, NJ 08902']}",+17322461060,(732) 246-1060,3409.323296537232
dsRepMl27BtaeEfeplJ1Ww,pink-lotus-restaurant-metuchen-4,Pink Lotus Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/0K8jbA62DIGVh87QM-CxXw/o.jpg,False,https://www.yelp.com/biz/pink-lotus-restaurant-metuchen-4?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,62,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 40.5422266, 'longitude': -74.3620268}","['delivery', 'pickup']",$$,"{'address1': '435 Main St', 'address2': None, 'address3': '', 'city': 'Metuchen', 'zip_code': '08840', 'country': 'US', 'state': 'NJ', 'display_address': ['435 Main St', 'Metuchen, NJ 08840']}",+17323215201,(732) 321-5201,8952.73420209141
z7whl1KjkBqugUZRG2G69A,whats-the-scoop-metuchen,What's the Scoop,https://s3-media1.fl.yelpcdn.com/bphoto/AGbLmdsA7WoTTBghwSADDA/o.jpg,False,https://www.yelp.com/biz/whats-the-scoop-metuchen?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,113,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 40.54167, 'longitude': -74.36093}",[],$,"{'address1': '410 Main St', 'address2': '', 'address3': '', 'city': 'Metuchen', 'zip_code': '08840', 'country': 'US', 'state': 'NJ', 'display_address': ['410 Main St', 'Metuchen, NJ 08840']}",+17325485900,(732) 548-5900,8977.223900357405
4zhzoMJskHAjcoI_2a9ywg,bagel-express-milltown,Bagel Express,https://s3-media3.fl.yelpcdn.com/bphoto/7NjbqmEMmzseXUy0bz28sA/o.jpg,False,https://www.yelp.com/biz/bagel-express-milltown?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,43,"[{'alias': 'bagels', 'title': 'Bagels'}]",3.5,"{'latitude': 40.456854, 'longitude': -74.425139}","['delivery', 'pickup']",$,"{'address1': '100 Ryders Ln', 'address2': '', 'address3': '', 'city': 'Milltown', 'zip_code': '08850', 'country': 'US', 'state': 'NJ', 'display_address': ['100 Ryders Ln', 'Milltown, NJ 08850']}",+17327452177,(732) 745-2177,3760.99041911244
DvmpRaEYlzPgZHmcQO6z4g,brick-house-tavern-tap-south-plainfield,Brick House Tavern + Tap,https://s3-media1.fl.yelpcdn.com/bphoto/NHjLcj5b9-cr1T2rFsf8nw/o.jpg,False,https://www.yelp.com/biz/brick-house-tavern-tap-south-plainfield?adjust_creative=q5lmK9zVOh6EcW2HNIUbhA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=q5lmK9zVOh6EcW2HNIUbhA,427,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.0,"{'latitude': 40.5496994, 'longitude': -74.4306546}",[],$$,"{'address1': '4901 Stelton Rd', 'address2': '', 'address3': '', 'city': 'South Plainfield', 'zip_code': '07080', 'country': 'US', 'state': 'NJ', 'display_address': ['4901 Stelton Rd', 'South Plainfield, NJ 07080']}",+19087534892,(908) 753-4892,6936.329000396773
